Name,UrlFBref
Armando Izzo,https://fbref.com/en/players/89976232/Armando-Izzo
Simone Zaza,https://fbref.com/en/players/9592289a/Simone-Zaza
Jose Callejon,https://fbref.com/en/players/78841da9/Jose-Callejon
Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana
Juan Foyth,https://fbref.com/en/players/6c7762c3/Juan-Foyth
Ilaix,https://fbref.com/en/players/f4c69aa6/Ilaix
Strahinja Pavlovic,https://fbref.com/en/players/25146df0/Strahinja-Pavlovic
Faouzi Ghoulam,https://fbref.com/en/players/c5adc293/Faouzi-Ghoulam
Federico Gatti,https://fbref.com/en/players/18dd3219/Federico-Gatti
Jefferson Lerma,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma
Suat Serdar,https://fbref.com/en/players/b3325a30/Suat-Serdar
Santiago Ascacibar,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
Edon Zhegrova,https://fbref.com/en/players/34a88e3e/Edon-Zhegrova
Florian Grillitsch,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch
Conor Coady,https://fbref.com/en/players/2928dca2/Conor-Coady
Iago Aspas,https://fbref.com/en/players/7dcf86f6/Iago-Aspas
Hwang Hee chan,https://fbref.com/en/players/169fd162/Hwang-Hee-chan
Aboubacar Ouattara,https://fbref.com/en/players/2f9e4435/Aboubacar-Ouattara
Nicolo Rovella,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella
Jeremie Boga,https://fbref.com/en/players/fe012aca/Jeremie-Boga
Alex Remiro,https://fbref.com/en/players/374ee424/Alex-Remiro
Matias Soule,https://fbref.com/en/players/c13ddd3e/Matias-Soule
Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha
Beto,https://fbref.com/en/players/ed5c0319/Beto
Malick Fofana,https://fbref.com/en/players/8236f673/Malick-Fofana
Simone Verdi,https://fbref.com/en/players/0375723e/Simone-Verdi
Rodrigo Riquelme,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme
Davide Calabria,https://fbref.com/en/players/2146785a/Davide-Calabria
Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen
Adam Webster,https://fbref.com/en/players/c40b6180/Adam-Webster
Yangel Herrera,https://fbref.com/en/players/e778654a/Yangel-Herrera
Radu Dragusin,https://fbref.com/en/players/620922ed/Radu-Dragusin
Luka Milivojevic,https://fbref.com/en/players/2ce2508a/Luka-Milivojevic
Matias Vecino,https://fbref.com/en/players/44ac04e9/Matias-Vecino
Nemanja Maksimovic,https://fbref.com/en/players/00b28772/Nemanja-Maksimovic
Thiago Mendes,https://fbref.com/en/players/c6e5d20f/Thiago-Mendes
Filipe Luis,https://fbref.com/en/players/e4ed2628/Filipe-Luis
Hugo Guillamon,https://fbref.com/en/players/f7c12fbf/Hugo-Guillamon
Noa Lang,https://fbref.com/en/players/8e034340/Noa-Lang
Ilaix Moriba,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba
Vangelis Pavlidis,https://fbref.com/en/players/d578db11/Vangelis-Pavlidis
Jeff Reine Adelaide,https://fbref.com/en/players/d504b3e1/Jeff-Reine-Adelaide
Kevin Schade,https://fbref.com/en/players/52afb588/Kevin-Schade
Nordi Mukiele,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele
Anthony Lopes,https://fbref.com/en/players/f00de885/Anthony-Lopes
Aleix Garcia,https://fbref.com/en/players/a10361d2/Aleix-Garcia
Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind
Maxence Caqueret,https://fbref.com/en/players/f81ef10d/Maxence-Caqueret
Amad Diallo,https://fbref.com/en/players/9dc96f10/Amad-Diallo
Carlos Bacca,https://fbref.com/en/players/09a9e921/Carlos-Bacca
Enes Unal,https://fbref.com/en/players/f8eca1b6/Enes-Unal
Ricardo Quaresma,https://fbref.com/en/players/6b6d252d/Ricardo-Quaresma
Wilfried Singo,https://fbref.com/en/players/8b609c34/Wilfried-Singo
Taylor Harwood Bellis,https://fbref.com/en/players/47327321/Taylor-Harwood-Bellis
James Justin,https://fbref.com/en/players/fb614c44/James-Justin
Cedric Bakambu,https://fbref.com/en/players/0af4dcf0/Cedric-Bakambu
Marcos Leonardo,https://fbref.com/en/players/3f47ebce/Marcos-Leonardo
Moussa Sissoko,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko
Mauro Arambarri,https://fbref.com/en/players/58afe001/Mauro-Arambarri
Sergio Canales,https://fbref.com/en/players/a6de370d/Sergio-Canales
Nuno Tavares,https://fbref.com/en/players/a65c844b/Nuno-Tavares
Shoya Nakajima,https://fbref.com/en/players/be60b6f4/Shoya-Nakajima
Bafode Diakite,https://fbref.com/en/players/1bfb6fef/Bafode-Diakite
Abdoulaye Doucoure,https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure
Sasa Kalajdzic,https://fbref.com/en/players/15f24fe7/Sasa-Kalajdzic
Harry Wilson,https://fbref.com/en/players/c6dc9ecd/Harry-Wilson
Brajan Gruda,https://fbref.com/en/players/ae9b998d/Brajan-Gruda
Kevin Danso,https://fbref.com/en/players/6e33125f/Kevin-Danso
Justin Kluivert,https://fbref.com/en/players/4c3a6744/Justin-Kluivert
Jan Bednarek,https://fbref.com/en/players/4115ce4e/Jan-Bednarek
Dango Ouattara,https://fbref.com/en/players/2f9e4435/Dango-Ouattara
Giovanni Di Lorenzo,https://fbref.com/en/players/230a2fac/Giovanni-Di-Lorenzo
Giovanni Simeone,https://fbref.com/en/players/343c0d52/Giovanni-Simeone
Gerard Deulofeu,https://fbref.com/en/players/39583cfd/Gerard-Deulofeu
Riccardo Orsolini,https://fbref.com/en/players/e14ec482/Riccardo-Orsolini
Amir Rrahmani,https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani
Daniel Sturridge,https://fbref.com/en/players/1b7ec703/Daniel-Sturridge
Daniel Podence,https://fbref.com/en/players/7fcc71d8/Daniel-Podence
Jonathan Burkardt,https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt
Ben Davies,https://fbref.com/en/players/44781702/Ben-Davies
Terem Moffi,https://fbref.com/en/players/065dc209/Terem-Moffi
Leif Davis,https://fbref.com/en/players/8574c61f/Leif-Davis
Daniel Munoz,https://fbref.com/en/players/778ef829/Daniel-Munoz
Riqui Puig,https://fbref.com/en/players/f090a37a/Riqui-Puig
Lesley Ugochukwu,https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu
Ayyoub Bouaddi,https://fbref.com/en/players/8006228f/Ayyoub-Bouaddi
Ridle Baku,https://fbref.com/en/players/442b56fa/Ridle-Baku
Sean Longstaff,https://fbref.com/en/players/a2b105e0/Sean-Longstaff
Andre,https://fbref.com/en/players/ec604e2c/Andre
Diego Llorente,https://fbref.com/en/players/bba30585/Diego-Llorente
Jonathan Bamba,https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba
Dennis Praet,https://fbref.com/en/players/86695068/Dennis-Praet
Ben Godfrey,https://fbref.com/en/players/9f7c837d/Ben-Godfrey
Lewis Hall,https://fbref.com/en/players/da011f18/Lewis-Hall
Jamie Gittens,https://fbref.com/en/players/10745192/Jamie-Gittens
Yan Couto,https://fbref.com/en/players/1944818c/Yan-Couto
Michael Kayode,https://fbref.com/en/players/e19660a8/Michael-Kayode
Nicolas Gonzalez Iglesias,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez
Yunus Musah,https://fbref.com/en/players/b51b1b9c/Yunus-Musah
Liam Delap,https://fbref.com/en/players/dd897ee7/Liam-Delap
Sime Vrsaljko,https://fbref.com/en/players/46a8347f/Sime-Vrsaljko
Miguel Gutierrez,https://fbref.com/en/players/7e98cff1/Miguel-Gutierrez
Wendell,https://fbref.com/en/players/f9acca3a/Wendell
Yevhen Konoplyanka,https://fbref.com/en/players/d9a5d930/Yevhen-Konoplyanka
Gaetano Castrovilli,https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli
Andriy Lunin,https://fbref.com/en/players/3061e1ec/Andriy-Lunin
Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko
Mattia Caldara,https://fbref.com/en/players/ac7e640b/Mattia-Caldara
Xherdan Shaqiri,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri
Kevin Gameiro,https://fbref.com/en/players/42276181/Kevin-Gameiro
Reinier,https://fbref.com/en/players/6b21b7b5/Reinier
Hernanes,https://fbref.com/en/players/cfc2ee72/Hernanes
Islam Slimani,https://fbref.com/en/players/ffec9769/Islam-Slimani
Jason Denayer,https://fbref.com/en/players/47af88b8/Jason-Denayer
Daley Blind,https://fbref.com/en/players/691bef82/Daley-Blind
Noah Okafor,https://fbref.com/en/players/ca607d59/Noah-Okafor
Fabio Silva,https://fbref.com/en/players/e7aa9d7c/Fabio-Silva
Remo Freuler,https://fbref.com/en/players/98d2c2c4/Remo-Freuler
Lucas Tousart,https://fbref.com/en/players/71ec39ef/Lucas-Tousart
Lucas Vazquez,https://fbref.com/en/players/fd51b456/Lucas-Vazquez
Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj
Gabriel Veron,https://fbref.com/en/players/6bc49da7/Gabriel-Veron
Oscar Bobb,https://fbref.com/en/players/eed2427e/Oscar-Bobb
Kyle Walker Peters,https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters
Santiago Castro,https://fbref.com/en/players/ee5565ae/Santiago-Castro
Javier Hernandez,https://fbref.com/en/players/189cee7b/Javier-Hernandez
Anthony Elanga,https://fbref.com/en/players/2fba6108/Anthony-Elanga
Duje Caleta Car,https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car
Raul de Tomas,https://fbref.com/en/players/02ef8778/Raul-de-Tomas
Boulaye Dia,https://fbref.com/en/players/244bc2c8/Boulaye-Dia
Reinildo Mandava,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava
Bryan Cristante,https://fbref.com/en/players/16657b95/Bryan-Cristante
Andrey Santos,https://fbref.com/en/players/dd745366/Andrey-Santos
Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye
Said Benrahma,https://fbref.com/en/players/5a04fd92/Said-Benrahma
Nico Schulz,https://fbref.com/en/players/fa274d97/Nico-Schulz
Seydou Doumbia,https://fbref.com/en/players/c49afee6/Seydou-Doumbia
Junior Firpo,https://fbref.com/en/players/24f59bb2/Junior-Firpo
Youcef Attal,https://fbref.com/en/players/6a827d8e/Youcef-Attal
Sardar Azmoun,https://fbref.com/en/players/10549b49/Sardar-Azmoun
Youcef Atal,https://fbref.com/en/players/6a827d8e/Youcef-Atal
Marten de Roon,https://fbref.com/en/players/2a1beb34/Marten-de-Roon
Lewis Ferguson,https://fbref.com/en/players/ee64a822/Lewis-Ferguson
Giacomo Bonaventura,https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura
Francis Coquelin,https://fbref.com/en/players/a6951bf8/Francis-Coquelin
Elliot Anderson,https://fbref.com/en/players/de31038e/Elliot-Anderson
Lassana Diarra,https://fbref.com/en/players/79584585/Lassana-Diarra
Waldemar Anton,https://fbref.com/en/players/5e66fa06/Waldemar-Anton
Arne Maier,https://fbref.com/en/players/ab700320/Arne-Maier
Pau Lopez,https://fbref.com/en/players/20b9f052/Pau-Lopez
Quincy Promes,https://fbref.com/en/players/b182a240/Quincy-Promes
Jack Hinshelwood,https://fbref.com/en/players/e98211e7/Jack-Hinshelwood
Joe Hart,https://fbref.com/en/players/cb4f24c6/Joe-Hart
Branislav Ivanovic,https://fbref.com/en/players/85f8571a/Branislav-Ivanovic
Christoph Baumgartner,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
Amadou Haidara,https://fbref.com/en/players/92432bc6/Amadou-Haidara
Yoann Gourcuff,https://fbref.com/en/players/3acddfdd/Yoann-Gourcuff
Wendel,https://fbref.com/en/players/33b11df6/Wendel
Samir Handanovic,https://fbref.com/en/players/74419746/Samir-Handanovic
Marcos Senesi,https://fbref.com/en/players/35141f4c/Marcos-Senesi
Fabio Coentrao,https://fbref.com/en/players/0f8bd0a6/Fabio-Coentrao
Nathan Tella,https://fbref.com/en/players/f1e94cd6/Nathan-Tella
Kevin Prince Boateng,https://fbref.com/en/players/f4ec4fd0/Kevin-Prince-Boateng
Lisandro Lopez,https://fbref.com/en/players/bc55bb5a/Lisandro-Lopez
Amadou Diawara,https://fbref.com/en/players/bf309d24/Amadou-Diawara
Ismael Saibari,https://fbref.com/en/players/3ec9f005/Ismael-Saibari
Manuel Lazzari,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari
Yohan Cabaye,https://fbref.com/en/players/ad7b19ef/Yohan-Cabaye
Mark Uth,https://fbref.com/en/players/a3ddb1b9/Mark-Uth
Layvin Kurzawa,https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa
Djibril Sidibe,https://fbref.com/en/players/4c5b714f/Djibril-Sidibe
Borja Valero,https://fbref.com/en/players/0e21fc3c/Borja-Valero
Ezequiel Garay,https://fbref.com/en/players/ac3fb1be/Ezequiel-Garay
Kasper Dolberg,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg
Quilindschy Hartman,https://fbref.com/en/players/39e1138f/Quilindschy-Hartman
Danny,https://fbref.com/en/players/077b773d/Danny
John Obi Mikel,https://fbref.com/en/players/424d5f72/John-Obi-Mikel
Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun
Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa
Gabriel,https://fbref.com/en/players/135d500d/Gabriel
Mariano,https://fbref.com/en/players/5c4dc0ff/Mariano
Nicolo Casale,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale
Philip Billing,https://fbref.com/en/players/d328a254/Philip-Billing
Pepe Reina,https://fbref.com/en/players/e358587b/Pepe-Reina
Marcel Halstenberg,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg
Christian Kouame,https://fbref.com/en/players/58e933d2/Christian-Kouame
Marc Bartra,https://fbref.com/en/players/b742cc0d/Marc-Bartra
Facundo Buonanotte,https://fbref.com/en/players/468a7a91/Facundo-Buonanotte
Bas Dost,https://fbref.com/en/players/dc90cfbe/Bas-Dost
Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate
Demarai Gray,https://fbref.com/en/players/4468ec10/Demarai-Gray
Laurent Koscielny,https://fbref.com/en/players/f5efb153/Laurent-Koscielny
Patrick Bamford,https://fbref.com/en/players/93feac6e/Patrick-Bamford
Solly March,https://fbref.com/en/players/bb5fbd2b/Solly-March
Jarell Quansah,https://fbref.com/en/players/4125cb98/Jarell-Quansah
Mohammed Ihattaren,https://fbref.com/en/players/86878265/Mohammed-Ihattaren
Lewis Miley,https://fbref.com/en/players/2c6835e5/Lewis-Miley
Caoimhin Kelleher,https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher
Sam Beukema,https://fbref.com/en/players/de13cee5/Sam-Beukema
Hector Herrera,https://fbref.com/en/players/a8542814/Hector-Herrera
Gabriel Paulista,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista
James Garner,https://fbref.com/en/players/4e015693/James-Garner
Holger Badstuber,https://fbref.com/en/players/45b7edae/Holger-Badstuber
Todd Cantwell,https://fbref.com/en/players/f63d8a4b/Todd-Cantwell
Ludovic Blas,https://fbref.com/en/players/6191093d/Ludovic-Blas
Vagner Love,https://fbref.com/en/players/6d4d9e18/Vagner-Love
Nadiem Amiri,https://fbref.com/en/players/555d5edd/Nadiem-Amiri
Alfonso Pedraza,https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza
Kevin Kampl,https://fbref.com/en/players/b825a650/Kevin-Kampl
Salif Sane,https://fbref.com/en/players/791abba1/Salif-Sane
Aitor Paredes,https://fbref.com/en/players/b906757a/Aitor-Paredes
Kwadwo Asamoah,https://fbref.com/en/players/089550f5/Kwadwo-Asamoah
Julio Cesar Enciso,https://fbref.com/en/players/9cfbad36/Julio-Cesar-Enciso
Lars Bender,https://fbref.com/en/players/c50281a0/Lars-Bender
Sacha Boey,https://fbref.com/en/players/6c8ddd52/Sacha-Boey
Kamal Deen Sulemana,https://fbref.com/en/players/a62f8bf1/Kamal-Deen-Sulemana
Breel Embolo,https://fbref.com/en/players/0b4f388a/Breel-Embolo
Davy Klaassen,https://fbref.com/en/players/15fd5593/Davy-Klaassen
Kamaldeen Sulemana,https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana
Djibril Sow,https://fbref.com/en/players/4c6facae/Djibril-Sow
Karim Bellarabi,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi
Danny Ings,https://fbref.com/en/players/07802f7f/Danny-Ings
Dodo,https://fbref.com/en/players/b5f7d10b/Dodo
Gerson,https://fbref.com/en/players/8827bf46/Gerson
Tyrell Malacia,https://fbref.com/en/players/6b6c793c/Tyrell-Malacia
Vitaly Janelt,https://fbref.com/en/players/8449d35e/Vitaly-Janelt
Julio Enciso,https://fbref.com/en/players/9cfbad36/Julio-Enciso
Gedson Fernandes,https://fbref.com/en/players/e2dde94c/Gedson-Fernandes
Crysencio Summerville,https://fbref.com/en/players/df04eb4b/Crysencio-Summerville
Max Aarons,https://fbref.com/en/players/774cf58b/Max-Aarons
Dean Henderson,https://fbref.com/en/players/e5a76dfe/Dean-Henderson
Leighton Baines,https://fbref.com/en/players/b18095b6/Leighton-Baines
Miranda,https://fbref.com/en/players/314f2124/Miranda
Trevoh Chalobah,https://fbref.com/en/players/5515376c/Trevoh-Chalobah
Illan Meslier,https://fbref.com/en/players/6b625ac2/Illan-Meslier
Paul Onuachu,https://fbref.com/en/players/c06d1086/Paul-Onuachu
Daniele Rugani,https://fbref.com/en/players/14b8fcdf/Daniele-Rugani
Iker Muniain,https://fbref.com/en/players/c05dfb74/Iker-Muniain
Eduardo Salvio,https://fbref.com/en/players/5f424f35/Eduardo-Salvio
Jose Luis Garcia Vaya,https://fbref.com/en/players/27dc1378/Jose-Luis-Garcia-Vaya
Neal Maupay,https://fbref.com/en/players/4bcf39f6/Neal-Maupay
Omari Hutchinson,https://fbref.com/en/players/bd9553e6/Omari-Hutchinson
Matheus Henrique,https://fbref.com/en/players/a2d9f138/Matheus-Henrique
Berat Djimsiti,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti
Jack Butland,https://fbref.com/en/players/cc70a1d5/Jack-Butland
Hamed Junior Traore,https://fbref.com/en/players/570bb4b9/Hamed-Junior-Traore
Igor,https://fbref.com/en/players/a4e85758/Igor
Sander Berge,https://fbref.com/en/players/d0b6129f/Sander-Berge
Jeremy Toulalan,https://fbref.com/en/players/7adea561/Jeremy-Toulalan
Carlos Augusto,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto
Luiz Felipe,https://fbref.com/en/players/15d0c248/Luiz-Felipe
Valentin Rongier,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier
Orel Mangala,https://fbref.com/en/players/a572e291/Orel-Mangala
Luiz Gustavo,https://fbref.com/en/players/82671804/Luiz-Gustavo
Matt ORiley,https://fbref.com/en/players/fb495bb8/Matt-ORiley
Darren Fletcher,https://fbref.com/en/players/184e4970/Darren-Fletcher
Jean Philippe Mateta,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta
Carlos,https://fbref.com/en/players/8d3cd59d/Carlos
Kostas Tsimikas,https://fbref.com/en/players/f315ca93/Kostas-Tsimikas
Raoul Bellanova,https://fbref.com/en/players/e3756e72/Raoul-Bellanova
Shinji Kagawa,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa
Patson Daka,https://fbref.com/en/players/ca45605e/Patson-Daka
Josip Ilicic,https://fbref.com/en/players/68252d6d/Josip-Ilicic
Che Adams,https://fbref.com/en/players/f2bf1b0f/Che-Adams
Ritsu Doan,https://fbref.com/en/players/d01bbb6f/Ritsu-Doan
Ramy Bensebaini,https://fbref.com/en/players/378825c7/Ramy-Bensebaini
Matija Nastasic,https://fbref.com/en/players/f35430a4/Matija-Nastasic
Salvatore Sirigu,https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu
Mousa Dembele,https://fbref.com/en/players/f7ee69fb/Mousa-Dembele
James Milner,https://fbref.com/en/players/2f90f6b8/James-Milner
Aaron Lennon,https://fbref.com/en/players/2ff964a0/Aaron-Lennon
Dodi Lukebakio,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
Yann MVila,https://fbref.com/en/players/d4133fa1/Yann-MVila
Nathaniel Clyne,https://fbref.com/en/players/0442183b/Nathaniel-Clyne
Lucho Gonzalez,https://fbref.com/en/players/e59b83c0/Lucho-Gonzalez
Sebastian Giovinco,https://fbref.com/en/players/2b7c18ae/Sebastian-Giovinco
Krepin Diatta,https://fbref.com/en/players/8104e41e/Krepin-Diatta
Giampaolo Pazzini,https://fbref.com/en/players/6ca663b4/Giampaolo-Pazzini
Nigel de Jong,https://fbref.com/en/players/a0e209bc/Nigel-de-Jong
Omer Toprak,https://fbref.com/en/players/c5fd13e9/Omer-Toprak
Danny Drinkwater,https://fbref.com/en/players/2649ff32/Danny-Drinkwater
Mikkel Damsgaard,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard
Enzo Le Fee,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee
Calvin Stengs,https://fbref.com/en/players/8f7e6783/Calvin-Stengs
Dejan Lovren,https://fbref.com/en/players/1a2935f6/Dejan-Lovren
David Garcia,https://fbref.com/en/players/3e42f707/David-Garcia
Enock Mwepu,https://fbref.com/en/players/1d5cab82/Enock-Mwepu
Wout Faes,https://fbref.com/en/players/9c221d14/Wout-Faes
Oliver Skipp,https://fbref.com/en/players/6250083a/Oliver-Skipp
Enoch Mwepu,https://fbref.com/en/players/1d5cab82/Enoch-Mwepu
Sofiane Diop,https://fbref.com/en/players/19053e31/Sofiane-Diop
Enis Bardhi,https://fbref.com/en/players/cac2537b/Enis-Bardhi
Davide Zappacosta,https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta
Davie Selke,https://fbref.com/en/players/1238a3f9/Davie-Selke
Nicolas Nkoulou,https://fbref.com/en/players/93cf32a8/Nicolas-Nkoulou
Nicolas Seiwald,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald
Marko Grujic,https://fbref.com/en/players/8b8e759d/Marko-Grujic
Neven Subotic,https://fbref.com/en/players/821233cc/Neven-Subotic
Michael Gregoritsch,https://fbref.com/en/players/8e235926/Michael-Gregoritsch
Myron Boadu,https://fbref.com/en/players/5b479568/Myron-Boadu
Benat Turrientes,https://fbref.com/en/players/068f4dec/Benat-Turrientes
Matteo Ruggeri,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri
Patrick Dorgu,https://fbref.com/en/players/e6536124/Patrick-Dorgu
Matteo Pessina,https://fbref.com/en/players/780e3631/Matteo-Pessina
Matteo Gabbia,https://fbref.com/en/players/c235e803/Matteo-Gabbia
Mason Holgate,https://fbref.com/en/players/d0042ab9/Mason-Holgate
Matt Doherty,https://fbref.com/en/players/d557d734/Matt-Doherty
Nathan Redmond,https://fbref.com/en/players/ab651565/Nathan-Redmond
Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs
Conor Bradley,https://fbref.com/en/players/bbd67769/Conor-Bradley
Neco Williams,https://fbref.com/en/players/dd323728/Neco-Williams
Bertrand Traore,https://fbref.com/en/players/c47541e0/Bertrand-Traore
Pavel Kaderabek,https://fbref.com/en/players/79c90e45/Pavel-Kaderabek
Nikola Kalinic,https://fbref.com/en/players/d4931a5a/Nikola-Kalinic
Nick Pope,https://fbref.com/en/players/4b40d9ca/Nick-Pope
Bernard,https://fbref.com/en/players/ab4b3e35/Bernard
Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban
El Bilal Toure,https://fbref.com/en/players/47c609d5/El-Bilal-Toure
Niklas Stark,https://fbref.com/en/players/aad48be9/Niklas-Stark
Nabil Bentaleb,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
Musa Barrow,https://fbref.com/en/players/e5bf73f3/Musa-Barrow
Christian Norgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard
Pascal Struijk,https://fbref.com/en/players/f4d296e4/Pascal-Struijk
Diadie Samassekou,https://fbref.com/en/players/08593525/Diadie-Samassekou
Mehdi Taremi,https://fbref.com/en/players/4c2a5d34/Mehdi-Taremi
Carlos Vela,https://fbref.com/en/players/e0cd04e0/Carlos-Vela
Morten Frendrup,https://fbref.com/en/players/f4d60499/Morten-Frendrup
Carlos Vinicius,https://fbref.com/en/players/8b529245/Carlos-Vinicius
Diego Perotti,https://fbref.com/en/players/a40d5a0c/Diego-Perotti
Maximilian Philipp,https://fbref.com/en/players/061e8e23/Maximilian-Philipp
Maximilian Mittelstadt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
Diego Rossi,https://fbref.com/en/players/a81dba8c/Diego-Rossi
Mouhamadou Diarra,https://fbref.com/en/players/6d0fe035/Mouhamadou-Diarra
Odsonne Edouard,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard
Max Meyer,https://fbref.com/en/players/eba42d2b/Max-Meyer
Nuri Sahin,https://fbref.com/en/players/f4081572/Nuri-Sahin
Claudinho,https://fbref.com/en/players/8d46713e/Claudinho
Chris Smalling,https://fbref.com/en/players/b6964eb6/Chris-Smalling
Divock Origi,https://fbref.com/en/players/43a166b4/Divock-Origi
Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski
Djordje Petrovic,https://fbref.com/en/players/0cf321c8/Djordje-Petrovic
Domingos Andre Ribeiro Almeida,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida
David Carmo,https://fbref.com/en/players/3ce20eda/David-Carmo
Nicolas Paz,https://fbref.com/en/players/01bb93d5/Nicolas-Paz
Yuri Berchiche,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
Kamil Glik,https://fbref.com/en/players/c6056d58/Kamil-Glik
Manu Trigueros,https://fbref.com/en/players/963829d0/Manu-Trigueros
Keisuke Honda,https://fbref.com/en/players/5cfc82a1/Keisuke-Honda
Sergio Rico,https://fbref.com/en/players/5f0241b2/Sergio-Rico
Jacob Bruun Larsen,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
Ryan Bertrand,https://fbref.com/en/players/01226327/Ryan-Bertrand
Aritz Elustondo,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo
Jacob Greaves,https://fbref.com/en/players/1f169636/Jacob-Greaves
Armel Bella Kotchap,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap
Keane Lewis Potter,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter
Ander Barrenetxea,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea
Manuel Lanzini,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini
Yusuf Yazici,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici
Andy Carroll,https://fbref.com/en/players/b581987a/Andy-Carroll
Tyler Adams,https://fbref.com/en/players/2b09d998/Tyler-Adams
Marco Benassi,https://fbref.com/en/players/0000acda/Marco-Benassi
Alberto Moleiro,https://fbref.com/en/players/c2c8897d/Alberto-Moleiro
Unai Nunez,https://fbref.com/en/players/be170419/Unai-Nunez
Alban Lafont,https://fbref.com/en/players/4e7db402/Alban-Lafont
Arthur,https://fbref.com/en/players/a820e429/Arthur
Jamie Leweling,https://fbref.com/en/players/13fe7b69/Jamie-Leweling
Jamie Vardy,https://fbref.com/en/players/45963054/Jamie-Vardy
Aissa Mandi,https://fbref.com/en/players/fbd6378b/Aissa-Mandi
Lewis Cook,https://fbref.com/en/players/2afc7272/Lewis-Cook
Yannick Bolasie,https://fbref.com/en/players/715fc0fe/Yannick-Bolasie
Portu,https://fbref.com/en/players/1bda5842/Portu
Marcin Bulka,https://fbref.com/en/players/db87a2c4/Marcin-Bulka
